index,id,gender,age,married,num_depen,lat,long,pop,score,num_ref,mult_line,offer,phon_serv,int_serv,int_type,onl_sec,onl_back,dev_prot,premium,str_tv,str_movie,str_music,contract,paperless,payment,tenure_month,month_charge,unlimite,avg_gb,avg_long_dist,t_charge,t_refund,t_extra,t_long_dist,t_revenue,churn,is_test,is_train
1931,0746-JTRFU,Male,59,Yes,2,32.898613,-117.202937,4258,1,2,No,None,Yes,No,None,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,15,20,No,0,31.14,288.05,0,0,467.1,755.15,Competitor,FALSE,TRUE
1932,3363-EWLGO,Female,19,Yes,0,,,,1,2,No,Offer C,No,Yes,Cable,No,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,25,34.12,Yes,82,0,853,0,0,0,853,Competitor,FALSE,TRUE
1933,0511-JTEOY,Female,47,Yes,0,,,,2,1,No,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,13,88.35,Yes,10,17.83,1222.8,0,0,231.79,1454.59,,FALSE,TRUE
1934,4039-PIMHX,Female,47,Yes,0,32.886925,-117.152162,74232,2,1,Yes,None,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,49,107.95,Yes,10,6.45,5293.2,0,0,316.05,5609.25,,FALSE,TRUE
1935,0504-HHAPI,Female,26,No,0,32.886925,-117.152162,74232,1,0,No,Offer C,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,37,64.75,,71,3.27,2345.2,0,0,120.99,2466.19,,TRUE,FALSE
1936,7787-BNTZM,Male,49,No,0,32.886925,-117.152162,74232,1,0,No,Offer C,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,26,89.8,Yes,,6.24,2335.3,0,0,162.24,2497.54,Competitor,FALSE,TRUE
1937,1658-TJVOA,Male,64,Yes,0,32.886925,-117.152162,74232,1,3,Yes,Offer E,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,5,84.5,Yes,8,36.88,453.75,0,0,184.4,638.15,Competitor,FALSE,TRUE
1938,9705-IOVQQ,Male,26,No,0,32.886925,-117.152162,74232,1,0,Yes,None,Yes,Yes,,Yes,No,No,No,Yes,No,No,Two Year,No,Bank Withdrawal,71,,,,,,,,,,,FALSE,TRUE
1939,4452-ROHMO,Female,20,No,0,32.886925,-117.152162,74232,3,0,Yes,None,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,54,103.95,Yes,82,43.47,5639.05,0,0,2347.38,7986.43,Competitor,FALSE,TRUE
1940,0239-OXEXL,Female,20,No,0,32.886925,-117.152162,74232,,0,No,None,Yes,Yes,Cable,No,No,No,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,1,50.8,Yes,,22.82,50.8,0,0,22.82,73.62,Competitor,FALSE,TRUE
1941,4778-IZARL,Male,47,No,0,32.886925,-117.152162,74232,1,0,No,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,2,80.25,No,30,39.03,144.55,0,10,78.06,232.61,,TRUE,FALSE
1942,8782-LKFPK,Male,62,Yes,0,32.886925,-117.152162,74232,3,0,No,None,Yes,Yes,,No,No,No,No,Yes,No,No,Two Year,Yes,Bank Withdrawal,60,,,,,,,,,,Competitor,FALSE,TRUE
1943,3030-ZKIWL,Male,22,No,0,,,,3,0,Yes,Offer C,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,36,84.75,Yes,42,43.97,3050.15,0,0,1582.92,4633.07,,TRUE,FALSE
1944,9127-FHJBZ,Male,46,No,1,32.886925,-117.152162,74232,,4,No,Offer E,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,1,19.9,No,0,65.67,19.9,0,0,65.67,65.67,Competitor,FALSE,TRUE
1945,9512-PHSMG,Female,48,Yes,0,32.886925,-117.152162,74232,3,0,No,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,1,70.6,Yes,23,27.12,70.6,0,0,27.12,97.72,Competitor,FALSE,TRUE
1946,9102-IAYHT,Male,61,No,0,32.886925,-117.152162,74232,2,0,No,Offer E,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,6,84.85,Yes,,39.32,523.5,0,0,235.92,759.42,Competitor,FALSE,TRUE
1947,7168-HDQHG,Male,30,No,0,32.886925,-117.152162,74232,,0,No,None,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,64,105.65,,73,24.23,6903.1,0,0,1550.72,8453.82,,FALSE,TRUE
1948,8714-CTZJW,Male,40,No,0,32.886925,-117.152162,74232,,0,No,None,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,13,80.85,Yes,,12.54,1008.7,0,0,163.02,1171.72,,TRUE,FALSE
1949,6188-UXBBR,Female,47,Yes,0,32.886925,-117.152162,74232,2,0,No,None,Yes,Yes,,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,28,,,,,,,,,,Competitor,FALSE,TRUE
1950,6357-JJPQT,Male,49,No,0,34.156758,-117.404686,18518,2,0,Yes,None,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,11,72.15,No,11,33.75,794.25,0,80,371.25,1211.75,,TRUE,FALSE
1951,0021-IKXGC,Female,39,No,0,35.924252,-116.188668,87,2,0,Yes,None,Yes,Yes,,No,Yes,Yes,No,No,No,No,Month-to-Month,No,Credit Card,39,,,,,,,,,,Price,FALSE,TRUE
1952,2499-AJYUA,Female,57,Yes,0,,,,1,1,Yes,Offer A,Yes,Yes,DSL,Yes,No,Yes,No,No,No,No,Two Year,No,Credit Card,70,65.3,Yes,,42.67,4571,0,0,2986.9,7746.65,Dissatisfaction,FALSE,TRUE
1953,7110-BDTWG,Male,43,No,0,34.122501,-117.320138,23146,2,0,No,None,Yes,Yes,,No,Yes,Yes,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,1,,,,,,,,,,Dissatisfaction,FALSE,TRUE
1954,5168-MSWXT,Female,25,No,0,33.920907,-117.489426,38446,,0,No,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Mailed Check,1,84.65,No,51,22.3,84.65,0,40,22.3,146.95,Dissatisfaction,FALSE,TRUE
1955,5578-NKCXI,Female,46,No,0,,,,2,0,No,None,No,Yes,Cable,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,13,31.05,Yes,16,0,347.25,0,0,0,347.25,,FALSE,TRUE
1956,3577-AMVUX,Male,56,Yes,0,33.482243,-116.827173,2433,1,0,No,None,Yes,Yes,Cable,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,7,51,Yes,22,34.49,354.05,0,0,241.43,595.48,,TRUE,FALSE
1957,8958-JPTRR,Female,27,No,3,33.761894,-117.120868,4283,,0,No,None,Yes,Yes,Cable,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,1,44.35,Yes,59,40.42,44.35,0,0,40.42,84.77,Attitude,FALSE,TRUE
1958,0749-IRGQE,Female,31,No,0,33.970661,-117.255039,46214,2,0,No,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,7,79.7,Yes,16,28.92,586.05,0,0,202.44,788.49,Attitude,FALSE,TRUE
1959,3635-QQRQD,Male,43,No,2,33.806708,-117.02007,4456,,0,Yes,None,Yes,Yes,Cable,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,54,55,Yes,16,6.7,3092.65,0,0,361.8,3454.45,Other,FALSE,TRUE
1960,0201-OAMXR,Male,33,Yes,0,,,,1,3,Yes,Offer C,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Yes,One Year,Yes,Mailed Check,33,73.9,Yes,,33.32,2405.05,0,0,1099.56,3504.61,Competitor,FALSE,TRUE
1961,3500-NSDOA,Female,38,Yes,0,33.507255,-117.029473,46171,2,2,Yes,None,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,55,77.75,,4,19.41,4276.25,0,0,1067.55,5525.7,Competitor,FALSE,TRUE
1962,3070-BDOQC,Male,35,No,0,,,,1,0,No,None,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Month-to-Month,No,Bank Withdrawal,8,84.95,,,32.31,668.4,0,0,258.48,926.88,Other,FALSE,TRUE
1963,9766-HGEDE,Male,40,No,0,33.600987,-117.862734,13422,2,0,No,None,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,11,73.85,,25,44.94,926.25,0,0,494.34,1420.59,,FALSE,TRUE
1964,2826-UWHIS,Male,57,Yes,0,33.645672,-117.922613,62069,2,2,No,None,No,Yes,DSL,No,Yes,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,49,51.8,No,5,0,2541.25,0,50,0,2591.25,Other,FALSE,TRUE
1965,7825-GKXMW,Female,56,No,1,33.634626,-117.874882,28687,1,0,No,None,Yes,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,5,46,Yes,14,23.89,221.7,0,0,119.45,341.15,Competitor,FALSE,TRUE
1966,1442-BQPVU,Male,39,No,0,,,,,0,Yes,None,Yes,Yes,DSL,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,4,50.275,Yes,13,9.98,201.1,0,0,39.92,241.02,,FALSE,TRUE
1967,4547-FZJWE,Male,52,Yes,0,33.631119,-117.567346,32268,1,1,Yes,Offer C,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,30,94.4,No,6,28.85,2838.7,0,80,865.5,3784.2,,TRUE,FALSE
1968,6230-BSUXY,Female,34,No,0,33.60693,-117.644253,46227,3,0,No,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,1,70.15,Yes,6,2.24,70.15,0,0,2.24,72.39,Competitor,FALSE,TRUE
1969,0048-PIHNL,Male,43,No,0,33.830209,-117.906099,68802,,0,No,None,No,Yes,DSL,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Credit Card,9,34.7,Yes,9,0,296.1,0,0,0,296.1,,TRUE,FALSE
1970,7297-DVYGA,Female,53,No,0,33.848733,-117.788357,36301,,0,No,None,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1,81.1,Yes,24,22.86,81.1,0,0,22.86,103.96,,TRUE,FALSE
1971,1855-CFULU,Female,25,Yes,2,,,,3,2,No,None,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,1,20.55,No,0,37.92,20.55,0,0,37.92,58.47,,FALSE,TRUE
1972,0464-WJTKO,Female,39,No,0,33.924143,-117.79387,1408,,0,Yes,None,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,61,106.6,Yes,28,41.23,6428.4,0,0,2515.03,8943.43,Competitor,FALSE,TRUE
1973,9586-JGQKH,Male,47,No,0,33.877639,-117.961212,46105,,2,Yes,None,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,59,106.75,No,21,49.31,6252.9,0,40,2909.29,9202.19,Competitor,FALSE,TRUE
1974,6582-PLFUU,Female,56,No,0,33.786738,-117.982564,31428,3,0,No,None,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,3,89.45,Yes,13,16.15,240.45,0,0,48.45,288.9,,TRUE,FALSE
1975,3779-OSWCF,Female,40,No,0,33.766476,-117.969795,23481,3,0,No,None,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,3,97.9,Yes,7,30.18,315.3,0,0,90.54,405.84,Price,FALSE,TRUE
1976,8111-SLLHI,Male,62,No,0,34.459322,-117.629729,4280,1,0,No,None,Yes,Yes,Cable,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,1,55.7,Yes,22,48.22,55.7,0,0,48.22,103.92,,FALSE,TRUE
1977,5811-IWXYM,Male,61,No,0,33.787796,-117.875928,23172,2,0,No,None,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,13,79.8,Yes,3,30.88,973.45,0,0,401.44,1374.89,,FALSE,TRUE
1978,3727-OWVYD,Female,46,Yes,0,33.884073,-117.732197,20893,3,1,No,None,No,Yes,Cable,No,No,Yes,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,18,39.05,Yes,30,0,669.85,0,0,0,669.85,,FALSE,TRUE
1979,9475-NNDGC,Female,47,No,0,34.223244,-119.18012,79736,1,0,No,None,Yes,Yes,Cable,No,No,No,No,Yes,No,No,Two Year,Yes,Credit Card,1,53.55,Yes,14,1.59,53.55,0,0,1.59,55.14,Price,FALSE,TRUE
1980,1333-PBMXB,Female,38,Yes,0,34.432843,-118.730106,1459,1,0,Yes,None,Yes,No,,Yes,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,0,,No,,,,,,,,,TRUE,FALSE
1981,8591-NXRCV,Male,48,Yes,0,34.402343,-119.094824,32511,,1,Yes,Offer A,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,68,113.15,Yes,22,23.67,7856,0,0,1609.56,9465.56,,FALSE,TRUE
1982,0019-GFNTW,Male,42,Yes,0,34.297628,-119.014627,2966,1,3,Yes,Offer D,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,11,80.5,,27,11.5,896.9,0,0,126.5,1023.4,Dissatisfaction,FALSE,TRUE
1983,7722-VJRQD,Male,61,No,0,34.420998,-119.60137,576,3,0,No,None,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,1,19.3,No,0,49.2,19.3,0,0,49.2,68.5,Dissatisfaction,FALSE,TRUE
1984,5397-TUPSH,Female,52,No,0,34.457541,-119.631072,12741,3,0,No,None,Yes,Yes,DSL,No,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,46,54.35,Yes,,45.2,2500.1,0,0,2079.2,4579.3,Dissatisfaction,FALSE,TRUE
1985,3373-YZZYM,Male,32,No,0,34.437945,-119.77191,15757,,0,Yes,None,Yes,Yes,,No,Yes,Yes,No,No,No,No,Two Year,Yes,Bank Withdrawal,1,,,,,,,,,,,TRUE,FALSE
1986,6522-OIQSX,Male,54,Yes,0,35.451402,-119.488413,2078,2,1,No,None,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Credit Card,9,94.85,Yes,6,17.47,890.6,0,0,157.23,1047.83,Other,FALSE,TRUE
1987,2024-BASKD,Male,49,Yes,0,35.865795,-118.69759,226,2,9,No,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,7,69.95,Yes,3,35.42,529.5,0,0,247.94,777.44,Dissatisfaction,FALSE,TRUE
1988,4430-UZIPO,Female,22,No,0,36.04533,-119.532424,23506,1,0,No,Offer E,Yes,Yes,Cable,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,1,48.6,Yes,52,6.54,48.6,0,0,6.54,55.14,Dissatisfaction,FALSE,TRUE
1989,7452-FOLON,Male,29,Yes,0,36.29878,-119.201028,8644,3,1,Yes,None,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,29,80.15,Yes,47,26.03,2265.25,0,0,754.87,3020.12,,TRUE,FALSE
1990,7665-VIGUD,Female,30,No,0,35.215731,-119.57013,626,2,0,Yes,Offer E,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,3,75.5,Yes,85,47.51,220.6,0,0,142.53,363.13,,FALSE,TRUE
1991,6176-YJWAS,Male,28,No,0,36.385818,-119.224243,4517,1,0,No,Offer E,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,1,20.2,No,0,10.98,20.2,0,0,10.98,31.18,Price,FALSE,TRUE
1992,7566-DSRLQ,Female,39,Yes,0,,,,1,1,Yes,Offer E,Yes,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,3,74.75,Yes,13,35.18,229.5,0,0,105.54,335.04,Competitor,FALSE,TRUE
1993,5198-EFNBM,Male,49,No,0,36.462671,-118.997291,293,,0,Yes,Offer D,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,23,104.05,Yes,2,16.28,2470.1,0,0,374.44,2844.54,Competitor,FALSE,TRUE
1994,9102-OXKFY,Female,28,No,0,33.507255,-117.029473,46171,1,0,No,None,Yes,Yes,,Yes,No,No,No,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,61,,,,,,,,,,Competitor,FALSE,TRUE
1995,9453-PATOS,Female,52,No,0,33.507255,-117.029473,46171,2,0,Yes,Offer C,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,39,103.45,Yes,,34.74,3994.45,0,0,1354.86,5349.31,Competitor,FALSE,TRUE
1996,3727-JEZTU,Male,53,Yes,0,35.490705,-119.286833,15177,3,1,No,Offer D,No,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,14,46.35,Yes,12,0,667.7,0,0,0,667.7,Attitude,FALSE,TRUE
1997,4423-JWZJN,Male,47,No,0,36.175255,-119.813805,1729,,0,No,None,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,1,19.95,No,0,17.61,19.95,0,0,17.61,37.56,Attitude,FALSE,TRUE
1998,2208-NQBCT,Male,40,Yes,0,35.184837,-119.402525,14937,3,0,No,None,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,1,79.6,Yes,22,19.32,79.6,0,0,19.32,98.92,Attitude,FALSE,TRUE
1999,0103-CSITQ,Male,23,No,0,33.507255,-117.029473,46171,3,0,No,None,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,1,75.9,Yes,27,44.56,75.9,0,0,44.56,120.46,Competitor,FALSE,TRUE
2000,9279-CJEOJ,Male,53,Yes,0,36.185471,-119.375243,56101,3,1,No,None,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,1,76.2,No,14,35.15,76.2,0,50,35.15,161.35,,FALSE,TRUE
2001,6313-GIDIT,Male,35,No,7,36.303793,-119.375646,44741,3,0,No,None,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,1,19.25,No,0,12.81,19.25,0,0,12.81,32.06,,FALSE,TRUE
2002,3143-ILDAL,Female,58,Yes,0,35.710244,-118.881679,88,,0,No,None,Yes,Yes,,Yes,No,Yes,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,46,,,,,,,,,,Attitude,FALSE,TRUE
2003,4737-HOBAX,Female,27,No,0,35.392599,-119.245341,40836,1,0,Yes,None,Yes,Yes,,Yes,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,51,,,,,,,,,,Competitor,FALSE,TRUE
2004,8085-MSNLK,Female,31,Yes,2,35.842889,-121.004862,1363,1,1,Yes,Offer D,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,17,24.1,No,0,18.26,409.9,0,0,310.42,720.32,,FALSE,TRUE
2005,5429-LWCMV,Female,64,No,2,34.601055,-120.382917,51737,,0,Yes,None,Yes,Yes,,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,65,,,,,,,,,,Attitude,FALSE,TRUE
2006,2000-DHJUY,Male,47,No,0,34.757477,-120.550507,6165,3,0,Yes,Offer E,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,8,86.55,Yes,,24.76,649.65,0,0,198.08,847.73,,TRUE,FALSE
2007,3162-ZJZFU,Female,35,No,0,35.050345,-120.489599,15405,3,0,No,Offer C,No,Yes,DSL,No,No,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,39,50.75,Yes,4,0,2011.4,0,0,0,2011.4,Attitude,FALSE,TRUE
2008,0380-ZCSBI,Male,48,Yes,0,34.624399,-120.137875,7958,,1,No,Offer D,Yes,Yes,DSL,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,22,54.2,Yes,21,27.24,1152.7,0,0,599.28,1751.98,Attitude,FALSE,TRUE
2009,8807-OPMBM,Female,21,Yes,0,35.536115,-120.739231,7918,2,1,Yes,Offer A,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,70,109.5,No,59,41.88,7674.55,0,150,2931.6,10756.15,Attitude,FALSE,TRUE
2010,7994-XIRTR,Female,45,Yes,0,35.097323,-118.171288,4882,2,1,Yes,Offer D,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,21,104.4,Yes,3,42.65,2157.95,0,0,895.65,3053.6,,TRUE,FALSE
2011,7162-WPHPM,Female,39,No,0,35.358953,-118.527064,1022,3,0,No,Offer E,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,1,75.7,Yes,21,9.05,75.7,0,0,9.05,84.75,Attitude,FALSE,TRUE
2012,1133-KXCGE,Female,21,Yes,0,35.214982,-118.59049,1436,3,4,Yes,Offer E,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,4,97.95,Yes,51,9.98,384.5,0,0,39.92,424.42,Attitude,FALSE,TRUE
2013,3486-HOOGQ,Male,22,No,0,34.659579,-118.584212,2771,1,0,Yes,None,Yes,No,,No,Yes,No,No,No,Yes,No,Two Year,Yes,Bank Withdrawal,1,,No,,,,,,,,,TRUE,FALSE
2014,0384-LPITE,Female,45,No,0,,,,2,0,No,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Credit Card,6,80.5,No,26,6.4,463.05,0,10,38.4,511.45,,TRUE,FALSE
2015,6317-YPKDH,Male,23,No,0,36.296851,-117.865469,318,3,0,No,None,Yes,Yes,DSL,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,1,71.35,Yes,,35.28,71.35,0,0,35.28,106.63,Attitude,FALSE,TRUE
2016,2208-NKVVH,Female,42,No,0,34.445239,-117.894868,1613,1,0,No,Offer D,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,13,87.10384615,Yes,15,8.59,1132.35,0,0,111.67,1244.02,Competitor,FALSE,TRUE
2017,8075-GXIUB,Male,56,No,0,36.64545,-118.924982,273,,0,No,Offer E,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,1,20.6,No,0,47.26,20.6,0,0,47.26,67.86,,FALSE,TRUE
2018,9402-ORRAH,Male,47,No,0,36.798882,-120.019511,807,1,0,Yes,Offer D,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,19,99.95,Yes,18,2.19,1931.75,0,0,41.61,1973.36,Competitor,FALSE,TRUE
2019,1950-KSVVJ,Female,46,Yes,0,36.814539,-119.711868,33856,,0,No,None,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,10,81.805,Yes,19,49.5,818.05,0,0,495,1313.05,Attitude,FALSE,TRUE
2020,5149-TGWDZ,Female,53,No,0,36.807595,-118.901544,93,1,0,No,Offer E,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,1,70.15,Yes,9,42.09,70.15,0,0,42.09,112.24,Competitor,FALSE,TRUE
2021,4576-CSAJH,Female,47,No,0,36.635661,-120.288644,1130,1,0,No,None,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,36,87.55,Yes,24,27.72,3078.1,0,0,997.92,4076.02,,TRUE,FALSE
2022,4636-TVXVG,Female,26,No,0,34.102119,-117.815532,33878,3,0,Yes,Offer E,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,5,85.2,Yes,46,34.49,474.8,0,0,172.45,647.25,Attitude,FALSE,TRUE
2023,3842-IYKUE,Female,28,No,0,,,,3,0,No,Offer D,Yes,Yes,Cable,No,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,13,35.1,Yes,53,0,446.1,0,0,0,446.1,Attitude,FALSE,TRUE
2024,9432-VOFYX,Male,33,Yes,0,36.793601,-119.761131,39148,2,0,Yes,Offer E,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,5,81.3,Yes,,25.11,416.3,0,0,125.55,541.85,,TRUE,FALSE
2025,0233-FTHAV,Female,31,No,2,36.64152,-121.622188,35739,3,0,No,None,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,2,19.6,No,,29.81,35.85,0,0,59.62,95.47,Attitude,FALSE,TRUE
2026,0612-RTZZA,Female,29,Yes,0,36.624338,-121.615669,13027,3,1,Yes,None,Yes,Yes,Cable,No,No,No,No,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,17,85.45,Yes,26,47.76,1451.6,0,0,811.92,2263.52,Attitude,FALSE,TRUE
2027,9481-WHGWY,Male,57,Yes,0,34.39583,-117.734568,413,,1,No,Offer E,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,1,71,Yes,19,18.84,71,0,0,18.84,89.84,,FALSE,TRUE
2028,2761-XECQW,Male,29,No,3,36.248708,-121.386617,14204,,0,No,Offer E,Yes,Yes,DSL,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1,44.4,Yes,52,7.14,44.4,0,0,7.14,51.54,Attitude,FALSE,TRUE
2029,8267-KFGYD,Female,30,Yes,0,36.625114,-121.823565,38244,2,2,No,Offer E,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,1,79.35,Yes,52,23.63,79.35,0,0,23.63,102.98,Attitude,FALSE,TRUE
2030,9052-VKDUW,Female,53,No,0,37.57028,-122.365778,40346,,0,No,Offer E,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,9,90.8,Yes,9,1.34,809.75,0,0,12.06,821.81,Attitude,FALSE,TRUE
