Customer ID,Count,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,ID,Population,Satisfaction Score,Churn Category
6242-FEGFD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8547-NSBBO,1,NA,51,No,No,Yes,No,0,United States,California,Chula Vista,91910,"32.636792, -117.054989",32.636792,-117.054989,294,74025,4,NA
4077-HWUYD,1,Male,58,No,No,No,No,NA,United States,California,San Jose,95127,"37.375156, -121.795867",37.375156,NA,1133,60620,NA,No Churn
8161-QYMTT,1,Male,27,Yes,No,Yes,No,0,United States,California,Guatay,91931,"32.857946, -116.561917",NA,-116.561917,301,796,3,NA
1853-UDXBW,1,NA,21,NA,No,No,NA,0,United States,NA,Novato,94949,"38.067204, -122.524004",38.067204,-122.524004,1068,13361,NA,NA
3658-KIBGF,1,Female,NA,No,No,Yes,Yes,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,No Churn
7198-GLXTC,1,Male,52,No,NA,No,No,0,United States,California,Bakersfield,93306,"35.449881, -118.841442",35.449881,-118.841442,708,53481,NA,No Churn
9199-PWQVC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9644-UMGQA,1,Male,NA,No,NA,Yes,No,NA,NA,California,Temecula,92590,NA,33.475493,-117.219551,530,3070,NA,No Churn
8564-LDKFL,1,Male,80,No,Yes,No,No,NA,United States,California,Ballico,95303,NA,37.4695,-120.672724,1187,809,1,Dissatisfaction
2636-OHFMN,1,Male,NA,Yes,No,Yes,Yes,3,United States,California,Big Bend,NA,"41.096569, -121.879082",41.096569,-121.879082,NA,NA,NA,NA
1666-JXLKU,1,Male,20,Yes,No,Yes,Yes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,No Churn
0156-FVPTA,1,Male,NA,Yes,No,NA,No,0,United States,California,Cloverdale,95425,"38.801936, -122.938935",38.801936,-122.938935,1265,9210,NA,No Churn
9391-YZEJW,NA,Male,22,Yes,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,No Churn
2007-QVGAW,1,Male,71,No,Yes,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Price
9565-DJPIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3229-USWAR,1,Female,36,No,No,Yes,Yes,3,United States,California,Big Bar,96010,"40.775272, -123.287414",40.775272,-123.287414,1566,269,NA,No Churn
8033-ATFAS,NA,Female,62,No,No,No,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Price
0932-YIXYU,1,Female,80,No,Yes,No,NA,0,United States,California,San Jose,95110,"37.34667, -121.910019",37.34667,-121.910019,1118,18197,1,Dissatisfaction
2242-MFOTG,1,Female,NA,Yes,No,No,No,0,United States,California,Keyes,95328,"37.555631, -120.911653",37.555631,-120.911653,1207,2130,3,No Churn
5707-ZMDJP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6696-YDAYZ,1,Female,78,No,Yes,Yes,No,0,NA,California,Santa Ana,92705,"33.766004, -117.786763",33.766004,-117.786763,576,44117,5,No Churn
5811-IWXYM,1,Male,61,No,NA,No,No,NA,United States,NA,Orange,92868,"33.787796, -117.875928",NA,NA,605,23172,2,NA
1400-WIVLL,1,Male,NA,No,No,Yes,Yes,1,United States,California,Jamestown,95327,"37.84771, -120.486589",37.84771,-120.486589,1206,9559,5,No Churn
5614-DNZCE,1,NA,75,No,Yes,Yes,No,NA,United States,California,Camp Nelson,93208,"36.057458, -118.591951",36.057458,-118.591951,650,191,1,Competitor
1832-PEUTS,1,Female,43,No,No,NA,No,0,United States,California,Nipton,NA,"35.478736, -115.516984",35.478736,-115.516984,NA,NA,5,No Churn
6646-QVXLR,NA,Female,20,Yes,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
5835-BEQEU,1,Female,29,Yes,No,Yes,No,0,United States,California,Oregon House,95962,"39.342587, -121.249833",39.342587,-121.249833,1535,1519,4,No Churn
6258-PVZWJ,1,Male,NA,Yes,No,Yes,Yes,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
4614-NUVZD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7571-YXDAD,1,Female,NA,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,No Churn
6979-ZNSFF,1,Male,NA,No,No,Yes,Yes,4,United States,California,Midway City,92655,"33.744439, -117.98588",33.744439,-117.98588,555,8660,3,NA
5385-SUIRI,1,Male,NA,No,No,Yes,Yes,1,NA,California,Glendale,91205,NA,34.13658,-118.245839,184,41390,5,No Churn
7234-FECYN,1,NA,23,Yes,No,Yes,No,0,NA,California,NA,94121,"37.776718, -122.495781",37.776718,-122.495781,929,42476,3,No Churn
8166-ZZTFS,1,Male,22,Yes,NA,No,No,NA,United States,California,Diamond Bar,91765,NA,33.992416,-117.807874,273,46532,5,NA
9128-CPXKI,1,Male,68,No,Yes,No,NA,0,United States,California,Buena Park,NA,"33.874224, -117.993368",33.874224,-117.993368,NA,NA,1,NA
0822-GAVAP,1,Male,23,NA,No,No,No,0,United States,California,Caspar,95420,"39.361283, -123.784599",39.361283,-123.784599,1260,333,1,Competitor
6161-UUUTA,1,Male,19,Yes,No,No,NA,0,United States,California,NA,90304,"33.936827, -118.359824",33.936827,-118.359824,101,28680,NA,No Churn
8421-WZOOW,1,Male,71,No,Yes,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Price
2454-RPBRZ,1,Male,25,Yes,No,Yes,Yes,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
0607-MVMGC,1,Male,38,No,No,No,No,0,United States,California,Shandon,NA,"35.634488, -120.293534",35.634488,-120.293534,NA,NA,NA,No Churn
4163-HFTUK,1,Male,29,Yes,No,Yes,NA,1,United States,California,NA,96001,"40.587919, -122.464732",40.587919,-122.464732,1559,31586,3,NA
2612-PHGOX,1,Female,75,No,Yes,NA,No,NA,United States,California,Loleta,95551,"40.665952, -124.240051",40.665952,NA,1340,1447,2,Attitude
7486-KSRVI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4962-CHQPW,1,NA,35,No,No,Yes,Yes,2,United States,California,Occidental,95465,"38.415003, -122.998726",38.415003,-122.998726,1298,1880,NA,NA
6476-EPYZR,1,Female,55,No,NA,Yes,No,0,United States,California,Tracy,95376,"37.680968, -121.446049",37.680968,-121.446049,1239,69801,4,No Churn
9993-LHIEB,1,NA,78,No,Yes,No,No,0,United States,California,San Gabriel,91776,"34.089927, -118.095645",34.089927,-118.095645,280,38041,3,NA
2804-ETQDK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3399-BMLVW,1,NA,72,No,Yes,Yes,Yes,1,United States,California,Bakersfield,93301,"35.383937, -119.020428",35.383937,-119.020428,705,12963,3,No Churn
2656-TABEH,1,Female,47,No,No,Yes,No,0,United States,California,Citrus Heights,95621,"38.69549, -121.307864",38.69549,-121.307864,1379,41636,NA,No Churn
1866-DIOQZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8990-YOZLV,1,Female,48,No,No,Yes,NA,0,United States,California,Capay,95607,"38.681651, -122.130569",38.681651,-122.130569,1368,262,5,No Churn
6522-OIQSX,1,Male,54,No,No,Yes,No,0,United States,NA,Buttonwillow,NA,"35.451402, -119.488413",35.451402,-119.488413,NA,NA,2,Other
9647-ERGBE,1,Female,39,No,No,Yes,NA,3,United States,California,Soda Springs,95728,"39.279068, -120.414275",39.279068,-120.414275,1453,88,3,No Churn
4504-YOULA,NA,NA,34,No,NA,Yes,No,0,United States,California,NA,92315,NA,34.242058,-116.89802,442,5447,NA,NA
7285-KLOTR,1,Male,20,Yes,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
4983-CCWMC,1,Male,57,No,No,Yes,No,0,United States,California,Woodacre,94973,"38.005839, -122.638155",38.005839,-122.638155,1081,1449,1,NA
0487-CRLZF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5176-LMJXE,1,Female,62,No,No,No,NA,3,United States,California,Seal Beach,90740,"33.75462, -118.071128",33.75462,-118.071128,144,24180,2,Attitude
1602-IJQQE,1,Female,56,NA,No,No,NA,NA,United States,California,Sacramento,95818,"38.556306, -121.495817",38.556306,-121.495817,1467,21313,4,No Churn
1740-CSDJP,1,Male,19,Yes,No,No,No,0,NA,California,Pomona,NA,NA,NA,-117.756106,NA,NA,4,NA
7931-PXHFC,1,Male,56,No,No,No,No,0,United States,California,Ahwahnee,NA,"37.375816, -119.739935",NA,-119.739935,NA,NA,5,No Churn
0060-FUALY,1,Male,67,No,Yes,No,NA,0,NA,California,La Mirada,NA,"33.902045, -118.008961",NA,-118.008961,NA,NA,NA,No Churn
4203-QGNZA,1,Male,65,No,Yes,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
8535-SFUTN,1,Male,63,No,No,No,No,NA,United States,California,Altadena,91001,"34.196837, -118.142236",34.196837,-118.142236,162,36243,5,No Churn
9392-XBGTD,1,Male,NA,No,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
0147-ESWWR,1,Male,58,No,No,No,NA,2,United States,NA,Playa Del Rey,90293,NA,33.947305,-118.439841,97,11264,NA,No Churn
2472-OVKUP,1,Male,35,No,No,Yes,Yes,2,United States,California,Travis Afb,94535,"38.265899, -121.939461",38.265899,-121.939461,971,9978,NA,No Churn
1591-MQJTP,NA,Male,NA,No,No,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,No Churn
9050-IKDZA,1,Female,27,Yes,No,No,No,0,NA,California,Plymouth,95669,"38.489273, -120.891614",38.489273,-120.891614,1418,2220,2,NA
4445-ZJNMU,1,Female,63,No,NA,No,No,0,United States,California,San Diego,92122,"32.85723, -117.209780",32.85723,-117.209774,373,34902,3,NA
0979-PHULV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0701-RFGFI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0547-HURJB,1,Female,27,Yes,No,No,No,0,United States,California,Corona,92879,"33.893823, -117.531446",33.893823,-117.531446,608,44875,3,No Churn
5985-TBABQ,1,Male,62,No,No,Yes,Yes,3,United States,California,NA,NA,"39.220368, -122.907693",39.220368,-122.907693,NA,NA,3,No Churn
2386-OWURY,1,Male,NA,No,Yes,No,No,NA,United States,California,Yuba City,NA,NA,NA,-121.70606,NA,NA,1,Dissatisfaction
1399-UBQIU,NA,Female,30,No,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,No Churn
8361-LBRDI,1,Male,62,No,No,Yes,NA,0,United States,California,Winters,95694,"38.578604, -122.024579",38.578604,-122.024579,1440,8406,NA,Competitor
6469-MRVET,1,Male,50,No,No,No,No,NA,United States,California,NA,95247,"38.147852, -120.440124",38.147852,-120.440124,1177,4353,3,No Churn
0484-JPBRU,NA,Male,41,No,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,No Churn
4933-BSAIP,1,Female,46,NA,No,NA,NA,NA,United States,California,Westminster,92683,"33.752591, -117.993661",33.752591,-117.993661,568,88230,3,NA
8885-QSQBX,1,Female,45,No,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,No Churn
2746-DIJLO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6234-RAAPL,NA,NA,60,No,NA,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,No Churn
7407-SUJIZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8108-UXRQN,1,Male,39,No,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,No Churn
8495-LJDFO,1,Female,49,No,No,Yes,Yes,2,NA,California,NA,95123,"37.238758, -121.828375",37.238758,-121.828375,1129,59632,3,No Churn
2205-LPVGL,1,Male,44,No,No,No,No,0,United States,California,Apple Valley,92308,"34.424926, -117.184503",34.424926,-117.184503,436,28819,4,No Churn
7587-RZNME,NA,Female,45,NA,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
9646-NMHXE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5996-DAOQL,1,Female,38,No,No,NA,No,0,United States,California,Lee Vining,NA,"37.890145, -119.184087",37.890145,-119.184087,NA,NA,4,No Churn
5419-JKZNQ,1,Male,59,No,No,NA,Yes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,No Churn
8905-IAZPF,NA,Female,60,No,No,NA,No,0,NA,California,NA,95311,"37.722127, -120.110174",37.722127,-120.110174,1192,2271,3,No Churn
9912-OMZDS,1,Male,63,No,No,No,No,0,United States,California,Forest Ranch,95942,"40.077028, -121.494168",40.077028,-121.494168,1517,1351,NA,NA
6711-VTNRE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3712-PKXZA,1,NA,47,No,No,No,No,0,United States,California,Pasadena,91103,"34.167465, -118.165327",34.167465,-118.165327,174,27891,3,No Churn
3078-ZKNTS,1,Female,66,No,Yes,Yes,No,0,United States,California,Los Angeles,90029,"34.089953, -118.294824",34.089953,-118.294824,28,41713,NA,NA
5052-PNLOS,1,Male,47,No,No,Yes,Yes,NA,NA,NA,Moreno Valley,92551,"33.88274, -117.224878",33.88274,-117.224878,514,22983,4,No Churn
2193-SFWQW,NA,Male,58,No,No,Yes,No,0,United States,California,South El Monte,91733,"34.04622, -118.053753",NA,-118.053753,254,45645,4,No Churn
7030-NJVDP,1,Male,51,No,No,Yes,No,0,United States,California,San Diego,92109,"32.787836, -117.232368",32.787836,-117.232376,361,46086,2,Competitor
1322-AGOQM,1,Male,41,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2335-GSODA,1,Female,23,Yes,No,No,NA,0,United States,California,San Diego,92109,"32.787836, -117.232376",32.787836,-117.232376,361,46086,NA,NA
1599-MMYRQ,1,Female,49,No,No,No,No,0,United States,California,Fountain Valley,92708,"33.712036, -117.950113",33.712036,-117.950113,579,54548,4,No Churn
8295-KMENE,NA,Male,39,No,No,Yes,Yes,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,No Churn
0390-DCFDQ,NA,Female,49,No,No,No,No,NA,United States,NA,Brawley,92227,"33.03933, -115.191857",33.03933,-115.191857,392,23394,NA,No Churn
3858-VOBET,1,Male,45,No,No,No,No,0,United States,California,Santa Barbara,93105,"34.037342, -119.80079",34.037342,-119.80079,637,25771,3,No Churn
5804-HYIEZ,1,Male,33,No,No,No,NA,0,United States,California,NA,90061,"33.92128, -118.274186",33.92128,-118.274186,52,24511,3,NA
4199-QHJNM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4236-UJPWO,1,Male,73,No,Yes,NA,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Competitor
2188-SXWVT,1,NA,40,NA,No,Yes,Yes,2,United States,California,San Simeon,93452,NA,35.746484,-121.223355,742,471,4,No Churn
8069-YQQAJ,1,Male,40,NA,No,No,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,No Churn
7527-QNRUS,1,Male,42,No,No,No,No,0,United States,California,Niland,92257,"33.345825, -115.596574",33.345825,-115.596574,410,2753,3,No Churn
9801-NOSHQ,1,Female,55,No,No,No,No,0,United States,California,Dinuba,NA,"36.523619, -119.386868",36.523619,-119.386868,NA,NA,1,Competitor
8540-ZQGEA,1,Female,44,No,No,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,No Churn
0829-DDVLK,1,Female,48,No,No,No,No,0,United States,California,Hayward,94544,"37.639215, -122.037554",37.639215,-122.037554,977,72993,3,No Churn
7542-CYDDM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9172-ANCRX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5249-QYHEX,1,Male,47,No,NA,No,No,0,United States,California,Santa Ysabel,92070,"33.174725, -116.743329",33.174725,-116.743329,344,1143,NA,No Churn
0442-ZXKVS,1,Male,23,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,No Churn
2725-TTRIQ,1,Male,26,Yes,No,No,No,0,United States,California,Lemoore,93245,"36.303666, -119.825657",36.303666,-119.825657,673,30419,5,No Churn
3635-QQRQD,1,Male,43,No,No,No,Yes,2,United States,NA,San Jacinto,92582,"33.806708, -117.02007",33.806708,-117.02007,524,4456,NA,Other
1866-ZSLJM,1,Female,24,Yes,NA,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
3866-MDTUB,1,Male,44,No,No,No,No,0,United States,California,San Diego,92121,"32.898613, -117.202937",32.898613,-117.202937,372,4258,1,Competitor
1905-OEILC,1,NA,63,No,No,Yes,Yes,1,United States,California,Morongo Valley,NA,"34.097863, -116.594561",34.097863,-116.594561,NA,NA,NA,No Churn
9367-WXLCH,1,Female,62,No,No,Yes,Yes,2,United States,California,NA,NA,NA,39.094102,-123.500853,NA,NA,4,No Churn
7134-MJPDY,1,Female,73,No,Yes,No,No,0,United States,California,Davis,95618,"38.544002, -121.685559",38.544002,-121.685559,1376,648,1,Competitor
1448-CYWKC,1,Male,40,NA,No,Yes,Yes,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
0674-GCDXG,1,Female,48,No,No,No,No,0,United States,NA,Twentynine Palms,92278,NA,34.457829,-116.139589,425,14104,1,Price
2758-RNWXS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4480-MBMLB,1,Female,52,No,No,No,No,0,United States,California,Kirkwood,NA,NA,38.631489,-120.015167,NA,NA,NA,NA
4317-VTEOA,1,Male,37,NA,NA,Yes,No,0,United States,California,Long Beach,90813,"33.781086, -118.199049",33.781086,-118.199049,158,63136,5,No Churn
3796-ENZGF,NA,Female,NA,No,No,Yes,Yes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,No Churn
9851-QXEEQ,1,Male,59,No,No,Yes,Yes,1,United States,California,Huntington Beach,NA,"33.723579, -118.005441",33.723579,-118.005441,NA,NA,3,No Churn
7153-CHRBV,1,Male,NA,No,No,NA,Yes,1,United States,California,Tuolumne,95379,"37.939768, -120.188002",37.939768,-120.188002,1240,3979,NA,No Churn
1704-NRWYE,1,Male,NA,No,Yes,No,No,0,NA,California,Chino,91710,"33.990646, -117.663025",33.990646,-117.663025,246,75319,NA,No Churn
0129-QMPDR,NA,Male,44,No,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Dissatisfaction
9950-MTGYX,1,Female,49,No,No,Yes,No,0,NA,California,Beaumont,92223,"33.946982, -116.977672",33.946982,-116.977672,390,17721,3,Other
1564-HJUVY,1,Female,24,Yes,No,Yes,No,NA,United States,California,Lynwood,90262,"33.923573, -118.200669",33.923573,-118.200669,83,69850,3,No Churn
2634-HCZGT,1,Male,NA,Yes,No,Yes,Yes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,No Churn
0230-UBYPQ,NA,Male,42,No,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
7096-UCLNH,NA,Female,19,NA,No,No,No,0,NA,California,Posey,93260,"35.861928, -118.636698",35.861928,-118.636698,683,266,1,Competitor
2657-ALMWY,1,Female,30,No,No,No,NA,0,United States,California,Sunnyvale,94086,"37.378541, -122.020456",37.378541,NA,911,64010,5,No Churn
5642-MHDQT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1571-SAVHK,1,Male,49,NA,No,Yes,Yes,1,United States,California,Westminster,92683,"33.752591, -117.993661",33.752591,-117.993661,568,88230,4,No Churn
9350-VLHMB,NA,Male,64,No,No,Yes,Yes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,No Churn
9770-KXGQU,NA,Female,30,No,No,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,No Churn
2040-VZIKE,1,Female,74,No,Yes,No,No,0,United States,California,Brownsville,95919,"39.440687, -121.263583",NA,NA,1501,1237,4,No Churn
0628-CNQRM,1,Male,39,No,No,Yes,No,0,United States,California,Pinon Hills,92372,"34.459322, -117.629729",34.459322,-117.629729,475,4280,3,No Churn
4194-FJARJ,1,Female,54,No,No,No,No,NA,United States,California,Madera,93637,"36.902954, -120.194274",36.902954,-120.194274,817,28434,3,No Churn
9970-QBCDA,1,Female,31,No,No,NA,No,0,United States,California,Torrance,90505,"33.807882, -118.347957",33.807882,-118.347957,112,34873,3,NA
2088-IEBAU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3404-JNXAX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6267-DCFFZ,NA,Female,43,NA,No,Yes,NA,2,NA,California,San Francisco,94107,"37.768881, -122.395521",37.768881,-122.395521,918,17372,3,No Churn
6563-VNPMN,NA,Female,47,No,No,NA,No,0,United States,California,Carmichael,95608,"38.626128, -121.328011",38.626128,-121.328011,1369,58830,3,Competitor
9127-FHJBZ,1,Male,46,No,NA,NA,Yes,1,United States,California,San Diego,92126,"32.886925, -117.152162",32.886925,-117.152162,376,74232,NA,Competitor
6585-WCEWR,1,Male,28,Yes,No,Yes,No,0,United States,California,Cupertino,95014,"37.306612, -122.080621",37.306612,-122.080621,1091,54431,NA,Competitor
9365-CSLBQ,1,Male,NA,Yes,NA,No,No,0,United States,California,NA,94112,"37.720498, -122.443119",37.720498,-122.443119,923,73117,5,NA
2882-WDTBA,1,Female,74,No,Yes,NA,Yes,1,United States,California,NA,94103,"37.773147, -122.411287",37.773147,-122.411287,915,23036,NA,NA
6231-WFGFH,1,Male,47,NA,No,No,No,NA,United States,California,NA,95364,"38.224869, -119.755729",38.224869,NA,1230,235,1,Price
1402-PTHGN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5609-IMCGG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4423-YLHDV,NA,Male,36,No,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,No Churn
2619-WFQWU,1,Male,24,NA,No,No,No,0,United States,California,Escondido,92026,"33.21846, -117.116916",33.21846,-117.116916,326,43436,3,No Churn
7021-XSNYE,1,Female,NA,No,Yes,No,No,NA,United States,California,San Diego,92126,"32.886925, -117.152162",32.886925,-117.152162,376,74232,1,Other
7912-SYRQT,1,NA,NA,NA,No,Yes,No,NA,United States,California,Santa Monica,90403,NA,34.031529,-118.491156,105,23559,2,Competitor
2239-CGBUZ,1,Female,50,No,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,No Churn
8566-YPRGL,1,Female,41,No,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,No Churn
3776-EKTKM,NA,Male,45,No,No,No,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
8007-YYPWD,NA,Female,NA,Yes,No,Yes,Yes,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
3470-OBUET,1,Male,40,No,No,Yes,Yes,1,United States,NA,Jenner,95450,"38.505995, -123.187019",38.505995,-123.187019,1284,438,4,NA
9978-HYCIN,1,Female,35,No,No,No,No,0,United States,California,Covina,91724,NA,34.08111,-117.853935,250,25068,NA,No Churn
6910-HADCM,NA,Female,57,No,No,Yes,Yes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,No Churn
4808-YNLEU,1,Male,34,No,No,Yes,No,0,United States,California,San Bernardino,92401,"34.105935, -117.2914",34.105935,-117.2914,489,1779,2,Competitor
6804-GDMOI,1,Female,69,No,Yes,Yes,No,0,United States,NA,Berkeley,94703,"37.863843, -122.275684",NA,-122.275684,1034,19763,NA,No Churn
5921-NGYRH,1,NA,57,No,NA,No,NA,0,United States,California,Oakland,94603,"37.739113, -122.175602",37.739113,NA,1021,31392,3,Other
9711-FJTBX,1,Female,59,No,No,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn
7856-GANIL,NA,Male,NA,Yes,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
5850-BDWCY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2645-QTLMB,1,NA,61,No,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
6668-CNMFP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6128-AQBMT,1,Male,42,No,No,No,No,0,United States,California,NA,95567,"41.950683, -124.097094",41.950683,-124.097094,1353,2020,NA,Attitude
0174-QRVVY,1,Male,25,Yes,No,No,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Other
2774-LVQUS,1,Male,37,No,NA,Yes,No,0,United States,California,Lytle Creek,92358,"34.238162, -117.534306",34.238162,-117.534306,468,1090,3,No Churn
3195-TQDZX,1,NA,45,No,No,Yes,No,0,United States,NA,Oakdale,95361,NA,37.785033,-120.776141,1228,25384,5,No Churn
8152-VETUR,NA,Female,59,No,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
7503-EPSZW,1,NA,65,NA,Yes,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,No Churn
1221-GHZEP,1,NA,NA,No,No,No,No,0,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424,368,51213,3,NA
8158-WPEZG,1,NA,35,No,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,No Churn
8645-KOMJQ,1,Female,45,No,No,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,No Churn
3523-QRQLL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8819-WFGGJ,1,Male,19,Yes,No,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,No Churn
7636-PEPNS,1,Female,30,No,No,Yes,No,0,United States,California,Stanton,90680,NA,33.801869,NA,129,29694,3,NA
7153-OANIO,1,Female,36,No,NA,Yes,NA,0,United States,California,Butte City,95920,"39.449794, -121.936372",39.449794,-121.936372,1502,303,4,No Churn
9173-IVZVP,1,Male,60,No,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,No Churn
1475-VWVDO,1,Male,27,Yes,NA,Yes,No,0,United States,NA,NA,90201,"33.970343, -118.171368",33.970343,-118.171368,63,105285,4,NA
